lane,initial_word,initial_q,jitter,j,k,north,axis,kinematic,blend_known,dr,dp,alpha,interval,profile,axis_known,frame_known,increment_known
1011,3466047197,0,1781100126,1,1,1,1,0,1,2.125,-0.5,-0.125,0.125,1,1,1,1
1012,1811182405,1,173158222,0,0,0,0,1,1,1.75,3,-1,0.125,0,1,1,1
1013,3395356703,1,1325548189,1,0,1,0,1,1,-2,-3.375,0.875,0.125,1,1,1,1
1014,2474463096,1,316240216,0,1,0,1,1,1,0.375,-0.25,0,0.125,0,1,1,1
1015,3771520278,1,711258745,1,1,1,1,1,1,0,0,-1.25,0.125,1,1,1,1
1016,1837454204,0,3184530175,0,0,0,0,0,1,0,1,-0.125,0.125,0,1,1,1
1017,2827056387,0,2607143924,1,0,1,0,0,1,-1,0,-1.25,0.125,1,1,1,1
1018,3589536480,0,723910098,0,1,0,1,0,1,-2.25,-1.5,0.5,0.125,0,1,1,1
1019,775510499,0,1299155956,1,1,1,1,0,1,2.375,-1.25,-0.875,0.125,1,1,1,1
1020,73799725,1,3167881006,0,0,0,0,1,1,3.375,3.5,0.625,0.125,0,1,1,1
1021,620021114,1,32515482,1,0,1,0,1,1,-1.875,3.375,-0.375,0.125,1,1,1,1
1022,2571638951,1,1982344433,0,1,0,1,1,1,-3.875,-3.25,-0.375,0.125,0,1,1,1
1023,4166615806,1,3587561764,1,1,1,1,1,0,0.25,-3.375,1.25,0.125,1,1,1,1
1024,361923324,0,4255380320,0,0,0,0,0,1,-3.125,0.25,0,0.125,0,1,1,1
1025,2453706364,0,287705157,1,0,1,0,0,1,-3.5,-2.75,0.625,0.125,1,1,1,1
1026,692011133,0,1709046726,0,1,0,1,0,1,-1,-0.125,1.875,0.125,0,1,1,1
1027,348675726,0,975294560,1,1,1,1,0,1,2.25,-1.375,0,0.125,1,1,1,1
1028,2193935730,1,727583351,0,0,0,0,1,1,-3.875,1.5,1.25,0.125,0,1,1,1
1029,2874557647,1,739003738,1,0,1,0,1,1,1.5,0.125,0.375,0.125,1,1,1,1
1030,3514996452,1,1287622160,0,1,0,1,1,1,2.375,3.625,1.625,0.125,0,1,1,1
1031,3747586924,1,866581106,1,1,1,1,1,1,3.5,3.625,-0.375,0.125,1,1,1,1
1032,3305806843,0,3026659111,0,0,0,0,0,1,-3.75,3.625,-1.125,0.125,0,1,1,1
1033,1560620737,0,851601981,1,0,1,0,0,1,-3.125,1.75,-1.625,0.125,1,1,1,1
1034,3227864197,0,1289580359,0,1,0,1,0,1,-3.75,-3.875,-1.125,0.125,0,1,1,1
1035,1213665590,0,3462073725,1,1,1,1,0,1,1.375,-0.625,1.125,0.125,1,1,1,1
1036,667350803,1,4203526084,0,0,0,0,1,1,-0.375,-0.625,-1.25,0.125,0,1,1,1
1037,2885889346,1,2114249147,1,0,1,0,1,1,2.25,1.875,-1.125,0.125,1,1,1,1
1038,1527716085,1,1219800855,0,1,0,1,1,1,1.375,-0.625,-0.375,0.125,0,1,1,1
1039,32295505,1,452254747,1,1,1,1,1,1,-0.125,-0.5,1.125,0.125,1,1,1,1
1040,628965783,0,1062926961,0,0,0,0,0,1,3.625,-1.625,-1,0.125,0,1,1,1
1041,3666221390,0,3471906180,1,0,1,0,0,1,2.5,0.375,1.75,0.125,1,1,1,1
1042,257490754,0,2502079759,0,1,0,1,0,1,1.875,0,-0.125,0.125,0,1,1,1
1043,2158823569,0,1641093872,1,1,1,1,0,1,-0.75,-0.75,0.125,0.125,1,1,1,1
1044,1791267811,1,926621890,0,0,0,0,1,1,0,0,0.75,0.125,0,1,1,1
1045,2812965361,1,450839795,1,0,1,0,1,1,0,1,0,0.125,1,1,1,1
1046,3037103706,1,3045278607,0,1,0,1,1,1,-1,0,1.25,0.125,0,1,1,1
1047,3711052746,1,2989100039,1,1,1,1,1,1,0.375,2,1.375,0.125,1,1,1,1
1048,1096526642,0,981527967,0,0,0,0,0,1,-2.5,0.625,0.5,0.125,0,1,1,1
1049,232916150,0,967961976,1,0,1,0,0,1,2,-2.125,-1.875,0.125,1,1,1,1
1050,1080058612,0,702440621,0,1,0,1,0,1,-3,3.875,-1.875,0.125,0,1,1,1
1051,4162632673,0,158965446,1,1,1,1,0,1,-0.125,1.75,-0.25,0.125,1,1,1,1
1052,1723109235,1,287368078,0,0,0,0,1,1,2.625,3.125,0.125,0.125,0,1,1,1
1053,3440669758,1,3536396442,1,0,1,0,1,1,-1.125,3.875,0.75,0.125,1,1,1,1
1054,4175563153,1,3403837303,0,1,0,1,1,0,2.25,0.75,-0.5,0.125,0,1,1,1
1055,2424950716,1,1895176445,1,1,1,1,1,1,2.25,-2,-1.25,0.125,1,1,1,1
1056,833408561,0,1438229401,0,0,0,0,0,1,-1.875,0.25,-0.625,0.125,0,1,1,1
1057,66813496,0,1388270851,1,0,1,0,0,1,-1.375,-0.75,1.875,0.125,1,1,1,1
1058,1704222571,0,3527677621,0,1,0,1,0,1,3.125,1.25,0.25,0.125,0,1,1,1
1059,1716691017,0,3991760297,1,1,1,1,0,1,-2.5,-1.75,1.125,0.125,1,1,1,1
1060,69270960,1,2520671251,0,0,0,0,1,1,2.5,3.25,-1.625,0.125,0,1,1,1
1061,951870623,1,92989839,1,0,1,0,1,1,-1.25,-0.625,0.75,0.125,1,1,1,1
1062,526404198,1,3982654476,0,1,0,1,1,1,-0.25,2.625,0.375,0.125,0,1,1,1
1063,2564552318,1,1827882257,1,1,1,1,1,1,-2.875,2.5,-1.125,0.125,1,1,1,1
1064,900074256,0,2379315832,0,0,0,0,0,1,-0.375,-0.5,-1.125,0.125,0,1,1,1
1065,2771452760,0,559206437,1,0,1,0,0,1,1.125,-0.875,1.25,0.125,1,1,1,1
1066,1806999932,0,3837122184,0,1,0,1,0,1,-1.75,3.875,1.75,0.125,0,1,1,1
1067,605192346,0,2763905408,1,1,1,1,0,1,-2.125,-0.125,0.75,0.125,1,1,1,1
1068,3281369825,1,4195184092,0,0,0,0,1,1,-0.75,-2.75,-1.625,0.125,0,1,1,1
1069,2740194458,1,3355849812,1,0,1,0,1,1,1.375,-0.75,-1.25,0.125,1,1,1,1
1070,1168941747,1,3875809404,0,1,0,1,1,1,-3.625,-1.125,1.375,0.125,0,1,1,1
1071,575966976,1,2362818150,1,1,1,1,1,1,1.375,-3.75,0.375,0.125,1,0,1,1
1072,1426325626,0,3213529275,0,0,0,0,0,1,3,-3.875,1.875,0.125,0,1,0,1
1073,2545152431,0,3399410613,1,0,1,0,0,1,0,0,-1.875,0.125,1,1,1,0
1074,822527905,0,2371096756,0,1,0,1,0,1,0,1,1,0,0,1,1,1
1075,2368497077,0,2972477114,1,1,1,1,0,1,-1,0,-0.625,0.125,1,1,1,1
1076,4049474483,1,2288167873,0,0,0,0,1,1,-2.125,-1.375,-0.875,0.125,0,1,1,1
1077,1665128666,1,881367759,1,0,1,0,1,1,0,0.875,-1.875,0.125,1,1,1,1
1078,3397708855,1,1720091980,0,1,0,1,1,1,-1,2,1.25,0.125,0,1,1,1
1079,3123267758,1,1236545405,1,1,1,1,1,1,-3.75,3.375,-1.625,0.125,1,1,1,1
1080,1968925923,0,446003938,0,0,0,0,0,1,-0.125,-0.25,1.375,0.125,0,1,1,1
1081,797157331,0,3919624417,1,0,1,0,0,1,-2.125,1.875,1.75,0.125,1,1,1,1
1082,4004601616,0,1986163013,0,1,0,1,0,1,-2.875,-0.75,-0.125,0.125,0,1,1,1
1083,1045436934,0,1794389101,1,1,1,1,0,1,-2.5,-1,0.75,0.125,1,1,1,1
1084,1453422599,1,1455839981,0,0,0,0,1,1,-3.875,-3.625,-1.5,0.125,0,1,1,1
1085,204208642,1,488998539,1,0,1,0,1,0,2.75,1.25,1.125,0.125,1,1,1,1
1086,3728077308,1,1149161082,0,1,0,1,1,1,-1.75,-3.375,-1.875,0.125,0,1,1,1
1087,1543196135,1,1747308162,1,1,1,1,1,1,-0.75,1.875,-1,0.125,1,1,1,1
1088,3976597521,0,4013569802,0,0,0,0,0,1,1.25,-2.75,1.25,0.125,0,1,1,1
1089,1084562541,0,2340009134,1,0,1,0,0,1,1,-2.25,1.75,0.125,1,1,1,1
1090,1857972794,0,2341560232,0,1,0,1,0,1,0.625,-2,-0.875,0.125,0,1,1,1
1091,2331377244,0,4111477580,1,1,1,1,0,1,-1.625,0.125,1.75,0.125,1,1,1,1
1092,2702537739,1,145864750,0,0,0,0,1,1,-1.625,1.25,-1.375,0.125,0,1,1,1
1093,1028714035,1,483966591,1,0,1,0,1,1,2.125,-3.875,-0.125,0.125,1,1,1,1
1094,312957985,1,2481972662,0,1,0,1,1,1,-0.75,-1.875,1.875,0.125,0,1,1,1
1095,1774188398,1,276411439,1,1,1,1,1,1,1.25,3.875,1,0.125,1,1,1,1
1096,4050313172,0,587041754,0,0,0,0,0,1,3.125,3.5,1,0.125,0,1,1,1
1097,2683689800,0,2805495026,1,0,1,0,0,1,-0.125,-0.625,-0.125,0.125,1,1,1,1
1098,962254106,0,648638236,0,1,0,1,0,1,1.375,2.125,-0.5,0.125,0,1,1,1
1099,2249885727,0,1335331991,1,1,1,1,0,1,3.625,2.25,-1.75,0.125,1,1,1,1
1100,4153320561,1,68707273,0,0,0,0,1,1,-1.5,-3.625,0,0.125,0,1,1,1
1101,4122837779,1,369483745,1,0,1,0,1,1,-0.25,-2.25,0.25,0.125,1,1,1,1
1102,1432767175,1,2541748686,0,1,0,1,1,1,0,0,1.25,0.125,0,1,1,1
1103,3773498650,1,1013381480,1,1,1,1,1,1,0,1,0.5,0.125,1,1,1,1
1104,2591011821,0,1597582154,0,0,0,0,0,1,-1,0,-0.5,0.125,0,1,1,1
1105,620298988,0,3609040388,1,0,1,0,0,1,-1.875,-2.125,1.375,0.125,1,1,1,1
1106,2357390474,0,97559037,0,1,0,1,0,1,-0.75,2.375,-1.625,0.125,0,1,1,1
1107,3341823016,0,3420295808,1,1,1,1,0,1,2.5,-0.625,1.25,0.125,1,1,1,1
1108,2410980501,1,2663124866,0,0,0,0,1,1,-3.125,-2.125,-1.25,0.125,0,1,1,1
1109,2660440704,1,1449170071,1,0,1,0,1,1,2.875,2,0,0.125,1,1,1,1
1110,3523376580,1,2524131617,0,1,0,1,1,1,2,-2.75,-1.25,0.125,0,1,1,1
1111,2851350552,1,4072320681,1,1,1,1,1,1,-1.25,0.375,0.75,0.125,1,1,1,1
1112,1130853115,0,613331887,0,0,0,0,0,1,1.125,-2.875,1.125,0.125,0,1,1,1
1113,3512673670,0,3814520770,1,0,1,0,0,1,-2.375,3.125,0.75,0.125,1,1,1,1
1114,4239325650,0,1561012008,0,1,0,1,0,1,-2.5,1.5,-1.625,0.125,0,1,1,1
1115,1719108658,0,3051634247,1,1,1,1,0,1,-1.5,2.625,-0.25,0.125,1,1,1,1
1116,1961138912,1,1447169849,0,0,0,0,1,0,-1.875,-1.75,-1.375,0.125,0,1,1,1
1117,3959064631,1,1314090403,1,0,1,0,1,1,-3.75,-0.875,-1.75,0.125,1,1,1,1
1118,2233045883,1,1670586044,0,1,0,1,1,1,2.375,-2.25,0.625,0.125,0,1,1,1
1119,667172202,1,4197153634,1,1,1,1,1,1,0.875,3.125,1.125,0.125,1,1,1,1
1120,348354263,0,1660876207,0,0,0,0,0,1,2.625,-1.125,1.625,0.125,0,1,1,1
1121,4034390720,0,2919952114,1,0,1,0,0,1,-3.75,2,-0.25,0.125,1,1,1,1
1122,2240141508,0,4181433506,0,1,0,1,0,1,3.125,2.5,-0.5,0.125,0,1,1,1
1123,1716563740,0,286660330,1,1,1,1,0,1,-3.125,2.625,-0.625,0.125,1,1,1,1
1124,2356816210,1,3684959092,0,0,0,0,1,1,-1,-3.875,-0.625,0.125,0,1,1,1
1125,231022660,1,3356964704,1,0,1,0,1,1,3.25,-0.125,0.25,0.125,1,1,1,1
1126,3229609299,1,4230796699,0,1,0,1,1,1,-1.375,0.25,-0.25,0.125,0,1,1,1
1127,556069090,1,1770236099,1,1,1,1,1,1,-2.875,-3.875,-1.375,0.125,1,1,1,1
1128,1614309693,0,193213398,0,0,0,0,0,1,-1,-3.75,0.875,0.125,0,1,1,1
1129,2120179244,0,2920700714,1,0,1,0,0,1,0.75,-3.125,1.25,0.125,1,1,1,1
1130,3950813697,0,2362510987,0,1,0,1,0,1,-1.125,-1,0.375,0.125,0,1,1,1
1131,2372286595,0,2204029500,1,1,1,1,0,1,0,0,1.75,0.125,1,1,1,1
1132,2410220158,1,1867067839,0,0,0,0,1,1,0,1,-1.5,0.125,0,1,1,1
1133,2297607568,1,1009089280,1,0,1,0,1,1,-1,0,1.125,0.125,1,1,1,1
1134,3745913384,1,3571305900,0,1,0,1,1,1,-1.625,-1.125,1.125,0.125,0,1,1,1
1135,1017211956,1,2035387447,1,1,1,1,1,1,-3.125,-2.5,-0.375,0.125,1,1,1,1
1136,2431306119,0,111595766,0,0,0,0,0,1,-1.125,2.125,1,0.125,0,1,1,1
1137,3462559862,0,738287288,1,0,1,0,0,1,3.125,-1.25,-1,0.125,1,1,1,1
1138,4248690281,0,3163272899,0,1,0,1,0,1,1.625,0.125,1.125,0.125,0,1,1,1
1139,1236998947,0,1330028587,1,1,1,1,0,1,2.625,-3.75,0.625,0.125,1,1,1,1
1140,131483045,1,2903008019,0,0,0,0,1,1,1.5,0.375,-0.25,0.125,0,1,1,1
1141,2566851546,1,1764497120,1,0,1,0,1,1,0.75,-0.125,1.25,0.125,1,1,1,1
1142,474220809,1,3494259165,0,1,0,1,1,1,3.25,-3.75,-0.375,0.125,0,1,1,1
1143,2883270884,1,919922716,1,1,1,1,1,1,-3,3.875,-1.125,0.125,1,1,1,1
1144,2214366394,0,2444053021,0,0,0,0,0,1,2.625,3.875,1,0.125,0,1,1,1
1145,481703731,0,2133876268,1,0,1,0,0,1,2.75,-1.625,1.25,0.125,1,1,1,1
1146,3387972985,0,432602350,0,1,0,1,0,1,-1,-2.5,0.75,0.125,0,1,1,1
1147,258219992,0,3234288989,1,1,1,1,0,0,-0.5,-2.5,1.875,0.125,1,1,1,1
1148,3352685464,1,2969106284,0,0,0,0,1,1,-1.5,3.5,-1.5,0.125,0,1,1,1
1149,373506578,1,1477804657,1,0,1,0,1,1,-2.875,-0.25,-1.25,0.125,1,1,1,1
1150,1370500246,1,1277469206,0,1,0,1,1,1,3,0.375,-1,0.125,0,1,1,1
1151,1027124881,1,2111296628,1,1,1,1,1,1,2.25,-1.25,1.5,0.125,1,1,1,1
1152,4000420357,0,1941782016,0,0,0,0,0,1,1.25,-2,0.5,0.125,0,1,1,1
1153,2436964214,0,2922919593,1,0,1,0,0,1,-2.875,2.375,1.25,0.125,1,1,1,1
1154,3424070164,0,1595732807,0,1,0,1,0,1,3.125,-2,-0.25,0.125,0,1,1,1
1155,3313571374,0,2428576409,1,1,1,1,0,1,-2.5,-2.75,1.625,0.125,1,1,1,1
1156,3958042075,1,3322187664,0,0,0,0,1,1,3.125,0.375,-1.75,0.125,0,1,1,1
1157,3763371586,1,2917035733,1,0,1,0,1,1,-0.375,3.125,-0.875,0.125,1,1,1,1
1158,380552554,1,2240148988,0,1,0,1,1,1,-0.5,-3.625,-1.125,0.125,0,1,1,1
1159,2777165376,1,743164468,1,1,1,1,1,1,-0.125,-1.375,1.25,0.125,1,1,1,1
1160,2417577878,0,3558888192,0,0,0,0,0,1,0,0,-1.75,0.125,0,1,1,1
1161,800711368,0,1470790045,1,0,1,0,0,1,0,1,-1.125,0.125,1,1,1,1
1162,1521719617,0,2934023092,0,1,0,1,0,1,-1,0,1.5,0.125,0,1,1,1
1163,4202084483,0,3664209509,1,1,1,1,0,1,3.875,-0.375,-1.75,0.125,1,1,1,1
1164,3343154375,1,2351454378,0,0,0,0,1,1,0,-0.5,-0.375,0.125,0,1,1,1
1165,1760905681,1,825265105,1,0,1,0,1,1,1.875,-3.125,0.875,0.125,1,1,1,1
1166,3637247338,1,190725442,0,1,0,1,1,1,-0.625,-1.875,-1.875,0.125,0,1,1,1
1167,3598311853,1,4269408329,1,1,1,1,1,1,0.625,-0.75,1.875,0.125,1,1,1,1
1168,4287590121,0,3185752009,0,0,0,0,0,1,0.375,-2,-0.375,0.125,0,0,1,1
1169,2754872980,0,1840663881,1,0,1,0,0,1,-0.625,1.125,-0.75,0.125,1,1,0,1
1170,1298848200,0,4024133423,0,1,0,1,0,1,-1.25,-3,1.875,0.125,0,1,1,0
1171,618354538,0,2411909484,1,1,1,1,0,1,3.25,2.375,-1.25,0,1,1,1,1
1172,857044127,1,2835773453,0,0,0,0,1,1,-3.25,-3.875,-1.5,0.125,0,1,1,1
1173,972327587,1,4150392720,1,0,1,0,1,1,3.875,3.25,0,0.125,1,1,1,1
1174,3119632175,1,4212715889,0,1,0,1,1,1,1.75,-3.125,-0.5,0.125,0,1,1,1
1175,3412656822,1,3620276735,1,1,1,1,1,1,2.375,1.875,1.25,0.125,1,1,1,1
1176,745817766,0,2376271014,0,0,0,0,0,1,-2.75,-2.125,1.5,0.125,0,1,1,1
1177,3681995143,0,157188730,1,0,1,0,0,1,-1,0.75,1.875,0.125,1,1,1,1
1178,705678726,0,1441783833,0,1,0,1,0,0,-1,0.5,0.875,0.125,0,1,1,1
1179,1370918687,0,414915754,1,1,1,1,0,1,-1.5,2.125,0.875,0.125,1,1,1,1
1180,4240278421,1,801259399,0,0,0,0,1,1,-2,-1.875,1.375,0.125,0,1,1,1
1181,2574686167,1,841949907,1,0,1,0,1,1,1.5,0.625,-0.75,0.125,1,1,1,1
1182,521201434,1,3977277598,0,1,0,1,1,1,-1.5,0.875,-1.125,0.125,0,1,1,1
1183,1933256960,1,1649839319,1,1,1,1,1,1,-3.375,0.875,-1.5,0.125,1,1,1,1
1184,383198691,0,4277267196,0,0,0,0,0,1,-3.625,-3.5,0.25,0.125,0,1,1,1
1185,2855098521,0,760577171,1,0,1,0,0,1,-0.125,-1.375,0.75,0.125,1,1,1,1
1186,3126110934,0,3166710523,0,1,0,1,0,1,2.875,-3.625,1.125,0.125,0,1,1,1
1187,1828683470,0,3504851971,1,1,1,1,0,1,1.25,3,0.375,0.125,1,1,1,1
1188,3494904980,1,3454214298,0,0,0,0,1,1,-2.25,-0.75,0.25,0.125,0,1,1,1
1189,2502928953,1,904594337,1,0,1,0,1,1,0,0,0.375,0.125,1,1,1,1
1190,1745852308,1,4087899917,0,1,0,1,1,1,0,1,1.75,0.125,0,1,1,1
1191,491811107,1,1481590235,1,1,1,1,1,1,-1,0,-0.75,0.125,1,1,1,1
1192,2546699928,0,2347018448,0,0,0,0,0,1,-3.375,-2.875,-1.125,0.125,0,1,1,1
1193,2225800074,0,3545827173,1,0,1,0,0,1,-1.5,2.375,-1.75,0.125,1,1,1,1
1194,2527270413,0,4063169672,0,1,0,1,0,1,3.125,-0.25,-1.75,0.125,0,1,1,1
1195,298937209,0,2873083792,1,1,1,1,0,1,3.75,-2,1.375,0.125,1,1,1,1
1196,2358919358,1,3648657841,0,0,0,0,1,1,0.125,2,-0.625,0.125,0,1,1,1
1197,3164382467,1,3602488401,1,0,1,0,1,1,-3.125,1.875,0,0.125,1,1,1,1
1198,4124101328,1,354221107,0,1,0,1,1,1,3.375,1.25,1.5,0.125,0,1,1,1
1199,1757959807,1,1527457531,1,1,1,1,1,1,-3.25,-1.875,0.5,0.125,1,1,1,1
1200,3609625567,0,735112486,0,0,0,0,0,1,0.75,3.875,1.125,0.125,0,1,1,1
1201,695604963,0,1931359821,1,0,1,0,0,1,1.625,0,0,0.125,1,1,1,1
1202,3604702678,0,3168838698,0,1,0,1,0,1,-2.625,-2.75,-0.375,0.125,0,1,1,1
1203,3885286721,0,254554996,1,1,1,1,0,1,2.25,-0.75,-1.625,0.125,1,1,1,1
1204,1056198263,1,1207641990,0,0,0,0,1,1,-1,1.25,-1.625,0.125,0,1,1,1
1205,3229762376,1,2423382284,1,0,1,0,1,1,1.75,-0.5,1.375,0.125,1,1,1,1
1206,1173976828,1,1692585434,0,1,0,1,1,1,-2.625,2,0.625,0.125,0,1,1,1
1207,153444405,1,2574607887,1,1,1,1,1,1,-0.125,-3.875,1.125,0.125,1,1,1,1
1208,2005598048,0,2684212960,0,0,0,0,0,1,2.625,0.125,-1.75,0.125,0,1,1,1
1209,1169715751,0,4293799519,1,0,1,0,0,0,-2.625,-2,-1,0.125,1,1,1,1
1210,4189568428,0,2076354656,0,1,0,1,0,1,-1.625,-3,1,0.125,0,1,1,1
1211,4133187973,0,704916361,1,1,1,1,0,1,2.25,-3,0.75,0.125,1,1,1,1
1212,280686621,1,4239552492,0,0,0,0,1,1,-0.25,-3.75,1,0.125,0,1,1,1
1213,97984898,1,4150565028,1,0,1,0,1,1,3.625,-1.25,1.375,0.125,1,1,1,1
1214,4177580334,1,371270690,0,1,0,1,1,1,-1.125,-3.125,-0.625,0.125,0,1,1,1
1215,1136745033,1,3136209988,1,1,1,1,1,1,-2.375,-0.625,0.875,0.125,1,1,1,1
1216,62840446,0,4138828258,0,0,0,0,0,1,-3.5,-3.375,1.625,0.125,0,1,1,1
1217,1612620185,0,3203859489,1,0,1,0,0,1,-0.875,2.625,-0.625,0.125,1,1,1,1
1218,4020250587,0,153164498,0,1,0,1,0,1,0,0,0,0.125,0,1,1,1
1219,4134545945,0,4027486097,1,1,1,1,0,1,0,1,1.625,0.125,1,1,1,1
1220,4039708666,1,1835353707,0,0,0,0,1,1,-1,0,-0.75,0.125,0,1,1,1
1221,3029751901,1,258240071,1,0,1,0,1,1,2.875,-0.875,1.5,0.125,1,1,1,1
1222,3748463629,1,1398635120,0,1,0,1,1,1,-2.625,3.875,-0.25,0.125,0,1,1,1
1223,1583831358,1,708908015,1,1,1,1,1,1,-1.875,-3,-0.625,0.125,1,1,1,1
1224,941793220,0,1504244945,0,0,0,0,0,1,1.875,2.5,0,0.125,0,1,1,1
1225,1875165453,0,2597004541,1,0,1,0,0,1,0,-0.875,1.375,0.125,1,1,1,1
1226,1109334410,0,1520420204,0,1,0,1,0,1,-2.125,1.5,1,0.125,0,1,1,1
1227,290105597,0,4077668655,1,1,1,1,0,1,-1.75,-2.125,0.25,0.125,1,1,1,1
1228,46210776,1,1043735892,0,0,0,0,1,1,1.875,-1.625,-0.125,0.125,0,1,1,1
1229,4183459716,1,3885630729,1,0,1,0,1,1,2.5,-3.375,-1.75,0.125,1,1,1,1
1230,394192363,1,1414497299,0,1,0,1,1,1,2.625,-1.875,0,0.125,0,1,1,1
1231,1346012081,1,2354085697,1,1,1,1,1,1,-1.25,2.125,0.625,0.125,1,1,1,1
1232,418045001,0,1136179523,0,0,0,0,0,1,0.375,-1.875,1,0.125,0,1,1,1
1233,2525069344,0,1960856126,1,0,1,0,0,1,3.5,-3.375,-1.375,0.125,1,1,1,1
1234,4284960087,0,3042817802,0,1,0,1,0,1,1.125,-3.25,0.5,0.125,0,1,1,1
1235,3110754611,0,781795359,1,1,1,1,0,1,-1,2.875,-0.75,0.125,1,1,1,1
1236,1769743534,1,538825230,0,0,0,0,1,1,0,-1.875,0.375,0.125,0,1,1,1
1237,4152224612,1,2210747801,1,0,1,0,1,1,-1.5,-1.75,-0.75,0.125,1,1,1,1
1238,3610456186,1,445674742,0,1,0,1,1,1,-2.625,0.875,0.75,0.125,0,1,1,1
1239,2458511839,1,2409005869,1,1,1,1,1,1,-1.875,-3.5,-1.75,0.125,1,1,1,1
1240,974004631,0,530192948,0,0,0,0,0,0,-1.875,-1.625,-1.875,0.125,0,1,1,1
1241,115393378,0,2099295549,1,0,1,0,0,1,0,1.75,0.125,0.125,1,1,1,1
1242,2496491888,0,731082387,0,1,0,1,0,1,2.5,0.125,0.125,0.125,0,1,1,1
1243,1797943776,0,1941674678,1,1,1,1,0,1,-2.625,1.75,0.375,0.125,1,1,1,1
1244,3643731246,1,3449278776,0,0,0,0,1,1,1.875,-1.125,-0.125,0.125,0,1,1,1
1245,4071871760,1,595719587,1,0,1,0,1,1,-0.25,0.25,0.375,0.125,1,1,1,1
1246,207358711,1,191838154,0,1,0,1,1,1,2.875,-0.625,-1.5,0.125,0,1,1,1
1247,3703225777,1,4061911560,1,1,1,1,1,1,0,0,-1,0.125,1,1,1,1
1248,4019201889,0,449496321,0,0,0,0,0,1,0,1,-1.375,0.125,0,1,1,1
1249,2126250801,0,260992751,1,0,1,0,0,1,-1,0,0.25,0.125,1,1,1,1
1250,1185027104,0,30168249,0,1,0,1,0,1,-1.375,2.625,-0.75,0.125,0,1,1,1
1251,2533636796,0,1600380281,1,1,1,1,0,1,0.375,3.75,-1.5,0.125,1,1,1,1
1252,3692990531,1,479846292,0,0,0,0,1,1,1.5,-0.625,-1.625,0.125,0,1,1,1
1253,1947623240,1,397257582,1,0,1,0,1,1,-3.125,-1.875,-1.5,0.125,1,1,1,1
1254,230510478,1,950023825,0,1,0,1,1,1,-2.125,-1.75,1.5,0.125,0,1,1,1
1255,1184914997,1,3418192911,1,1,1,1,1,1,-1,-2,-1.875,0.125,1,1,1,1
1256,277491269,0,3214848112,0,0,0,0,0,1,2.5,3.25,0.5,0.125,0,1,1,1
1257,1522263316,0,3011676972,1,0,1,0,0,1,-1.25,3.25,0.875,0.125,1,1,1,1
1258,698885664,0,2881531845,0,1,0,1,0,1,1.875,3.25,0.375,0.125,0,1,1,1
1259,4130899905,0,2670792626,1,1,1,1,0,1,2.875,-1.375,1,0.125,1,1,1,1
1260,2356087918,1,450346471,0,0,0,0,1,1,2.375,-1.625,-0.875,0.125,0,1,1,1
1261,2243212574,1,1534843120,1,0,1,0,1,1,-2.625,-1.25,-1.5,0.125,1,1,1,1
1262,3738313347,1,3985055211,0,1,0,1,1,1,2.125,-1.625,1.5,0.125,0,1,1,1
1263,1852138588,1,4001002428,1,1,1,1,1,1,-3.75,-3.125,-1.375,0.125,1,1,1,1
1264,3528822417,0,732063295,0,0,0,0,0,1,-1.25,-2.5,1.5,0.125,0,1,1,1
1265,3629540159,0,161701528,1,0,1,0,0,1,1.5,-0.875,-1,0.125,1,0,1,1
1266,4015812778,0,3360796264,0,1,0,1,0,1,-2.75,-1.375,-1.125,0.125,0,1,0,1
1267,3894485657,0,1260270885,1,1,1,1,0,1,1.875,-1.125,1.5,0.125,1,1,1,0
1268,1451256993,1,886308979,0,0,0,0,1,1,-0.75,0.375,0.25,0,0,1,1,1
1269,1324898047,1,6342794,1,0,1,0,1,1,-1.875,0.625,1.875,0.125,1,1,1,1
1270,912439207,1,3081478739,0,1,0,1,1,1,-3.25,-3.125,-1.5,0.125,0,1,1,1
1271,2354237307,1,1514272221,1,1,1,1,1,0,3.125,0.25,-1.125,0.125,1,1,1,1
1272,2983662784,0,1095173742,0,0,0,0,0,1,2.25,0.125,1.75,0.125,0,1,1,1
1273,2284273013,0,3447235600,1,0,1,0,0,1,-3.375,-0.75,1.25,0.125,1,1,1,1
1274,2914347735,0,490883751,0,1,0,1,0,1,-2,-1.125,-1.375,0.125,0,1,1,1
1275,174488496,0,3951115109,1,1,1,1,0,1,2.5,-1.25,-1.125,0.125,1,1,1,1
1276,2557801226,1,3739124260,0,0,0,0,1,1,0,0,-1.75,0.125,0,1,1,1
1277,3867834147,1,3629134102,1,0,1,0,1,1,0,1,-0.875,0.125,1,1,1,1
1278,1012621670,1,2034657675,0,1,0,1,1,1,-1,0,0.125,0.125,0,1,1,1
1279,3545075548,1,404744531,1,1,1,1,1,1,3.375,-0.125,-1.125,0.125,1,1,1,1
1280,2479038432,0,2750979324,0,0,0,0,0,1,2.875,1.875,-1.5,0.125,0,1,1,1
1281,285241298,0,3705104738,1,0,1,0,0,1,1.75,-2.125,-1.25,0.125,1,1,1,1
1282,3359036968,0,2054717271,0,1,0,1,0,1,2.5,-1.5,1.25,0.125,0,1,1,1
1283,3089707216,0,349876726,1,1,1,1,0,1,-2.75,-1.375,0.25,0.125,1,1,1,1
