line,session_id,seq,kind,rat,clock_segment,received_elapsed_ns,received_unix_ms,source_elapsed_ns,measurement_elapsed_ns,source_time_status,age_ns,stale_by_policy,chronology_valid,duplicate_status,identity_json,source_field,metric,unit,raw_value_json,value,value_status,raw_json
11,19ad1000-0000-4000-8000-000000000001,10,cell,LTE,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",dbm,reported_power,dBm,-105,-105,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-105,""rsrp_dbm"":-105,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_db"":11},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":36}}"
11,19ad1000-0000-4000-8000-000000000001,10,cell,LTE,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",rsrp_dbm,rsrp,dBm,-105,-105,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-105,""rsrp_dbm"":-105,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_db"":11},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":36}}"
11,19ad1000-0000-4000-8000-000000000001,10,cell,LTE,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",rsrq_db,rsrq,dB,-12,-12,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-105,""rsrp_dbm"":-105,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_db"":11},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":36}}"
11,19ad1000-0000-4000-8000-000000000001,10,cell,LTE,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",rssi_dbm,rssi,dBm,-77,-77,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-105,""rsrp_dbm"":-105,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_db"":11},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":36}}"
11,19ad1000-0000-4000-8000-000000000001,10,cell,LTE,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",timing_advance_raw,timing_advance_raw,,2,,unknown_unit,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-105,""rsrp_dbm"":-105,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_db"":11},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":36}}"
11,19ad1000-0000-4000-8000-000000000001,10,cell,LTE,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",vendor_quality_unknown,vendor_quality_unknown,,"{""code"":7}",,unknown_unit,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-105,""rsrp_dbm"":-105,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_db"":11},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":36}}"
11,19ad1000-0000-4000-8000-000000000001,10,cell,LTE,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",rssnr_db,rssnr,dB,11,11,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":10,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-105,""rsrp_dbm"":-105,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_db"":11},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":36}}"
12,19ad1000-0000-4000-8000-000000000001,11,cell,NR,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""nrarfcn"":640000,""pci"":201,""tac"":19},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",dbm,reported_power,dBm,-99,-99,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":false,""connection_status"":2,""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""tac"":19,""pci"":201,""nrarfcn"":640000},""signal"":{""dbm"":-99,""ss_rsrp_dbm"":-99,""ss_rsrq_db"":-11,""ss_sinr_db"":14,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback""}}"
12,19ad1000-0000-4000-8000-000000000001,11,cell,NR,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""nrarfcn"":640000,""pci"":201,""tac"":19},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",ss_rsrp_dbm,ss_rsrp,dBm,-99,-99,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":false,""connection_status"":2,""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""tac"":19,""pci"":201,""nrarfcn"":640000},""signal"":{""dbm"":-99,""ss_rsrp_dbm"":-99,""ss_rsrq_db"":-11,""ss_sinr_db"":14,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback""}}"
12,19ad1000-0000-4000-8000-000000000001,11,cell,NR,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""nrarfcn"":640000,""pci"":201,""tac"":19},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",ss_rsrq_db,ss_rsrq,dB,-11,-11,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":false,""connection_status"":2,""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""tac"":19,""pci"":201,""nrarfcn"":640000},""signal"":{""dbm"":-99,""ss_rsrp_dbm"":-99,""ss_rsrq_db"":-11,""ss_sinr_db"":14,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback""}}"
12,19ad1000-0000-4000-8000-000000000001,11,cell,NR,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""nrarfcn"":640000,""pci"":201,""tac"":19},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",ss_sinr_db,ss_sinr,dB,14,14,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":false,""connection_status"":2,""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""tac"":19,""pci"":201,""nrarfcn"":640000},""signal"":{""dbm"":-99,""ss_rsrp_dbm"":-99,""ss_rsrq_db"":-11,""ss_sinr_db"":14,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback""}}"
12,19ad1000-0000-4000-8000-000000000001,11,cell,NR,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""nrarfcn"":640000,""pci"":201,""tac"":19},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",csi_rsrp_dbm,csi_rsrp,dBm,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":false,""connection_status"":2,""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""tac"":19,""pci"":201,""nrarfcn"":640000},""signal"":{""dbm"":-99,""ss_rsrp_dbm"":-99,""ss_rsrq_db"":-11,""ss_sinr_db"":14,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback""}}"
12,19ad1000-0000-4000-8000-000000000001,11,cell,NR,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""nrarfcn"":640000,""pci"":201,""tac"":19},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",csi_rsrq_db,csi_rsrq,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":false,""connection_status"":2,""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""tac"":19,""pci"":201,""nrarfcn"":640000},""signal"":{""dbm"":-99,""ss_rsrp_dbm"":-99,""ss_rsrq_db"":-11,""ss_sinr_db"":14,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback""}}"
12,19ad1000-0000-4000-8000-000000000001,11,cell,NR,0,1010000000000,1790000010000,1009000000000,1009000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""nrarfcn"":640000,""pci"":201,""tac"":19},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",csi_sinr_db,csi_sinr,dB,null,,unavailable,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":11,""kind"":""cell"",""received_elapsed_ns"":""1010000000000"",""received_unix_ms"":1790000010000,""source_elapsed_ns"":""1009000000000"",""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":false,""connection_status"":2,""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""tac"":19,""pci"":201,""nrarfcn"":640000},""signal"":{""dbm"":-99,""ss_rsrp_dbm"":-99,""ss_rsrq_db"":-11,""ss_sinr_db"":14,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback""}}"
14,19ad1000-0000-4000-8000-000000000001,13,wifi,WIFI,0,1020000000000,1790000020000,1019000000000,1019000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""bssid"":""02:19:00:00:00:01"",""frequency_mhz"":5180,""kind"":""wifi""}",rssi_dbm,rssi,dBm,-60,-60,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":13,""kind"":""wifi"",""received_elapsed_ns"":""1020000000000"",""received_unix_ms"":1790000020000,""source_elapsed_ns"":""1019000000000"",""payload"":{""ssid"":""SYNTHETIC_TEST_AP"",""bssid"":""02:19:00:00:00:01"",""frequency_mhz"":5180,""channel_width"":2,""rssi_dbm"":-60,""capabilities"":""[SYNTHETIC][WPA2-PSK-CCMP][ESS]"",""source_timestamp_unit"":""us"",""batch_id"":""synthetic-4"",""origin"":""wifi_scan_broadcast"",""results_updated"":true,""fixture_unknown_field"":{""large_integer"":1208925819614629174706299}}}"
15,19ad1000-0000-4000-8000-000000000001,14,cell,LTE,0,1020000000000,1790000020000,1019000000000,1019000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",dbm,reported_power,dBm,-107,-107,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":14,""kind"":""cell"",""received_elapsed_ns"":""1020000000000"",""received_unix_ms"":1790000020000,""source_elapsed_ns"":""1019000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-107,""rsrp_dbm"":-107,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_tenth_db"":115},""source_timestamp_unit"":""ns"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":29}}"
15,19ad1000-0000-4000-8000-000000000001,14,cell,LTE,0,1020000000000,1790000020000,1019000000000,1019000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",rsrp_dbm,rsrp,dBm,-107,-107,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":14,""kind"":""cell"",""received_elapsed_ns"":""1020000000000"",""received_unix_ms"":1790000020000,""source_elapsed_ns"":""1019000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-107,""rsrp_dbm"":-107,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_tenth_db"":115},""source_timestamp_unit"":""ns"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":29}}"
15,19ad1000-0000-4000-8000-000000000001,14,cell,LTE,0,1020000000000,1790000020000,1019000000000,1019000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",rsrq_db,rsrq,dB,-12,-12,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":14,""kind"":""cell"",""received_elapsed_ns"":""1020000000000"",""received_unix_ms"":1790000020000,""source_elapsed_ns"":""1019000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-107,""rsrp_dbm"":-107,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_tenth_db"":115},""source_timestamp_unit"":""ns"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":29}}"
15,19ad1000-0000-4000-8000-000000000001,14,cell,LTE,0,1020000000000,1790000020000,1019000000000,1019000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",rssi_dbm,rssi,dBm,-77,-77,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":14,""kind"":""cell"",""received_elapsed_ns"":""1020000000000"",""received_unix_ms"":1790000020000,""source_elapsed_ns"":""1019000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-107,""rsrp_dbm"":-107,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_tenth_db"":115},""source_timestamp_unit"":""ns"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":29}}"
15,19ad1000-0000-4000-8000-000000000001,14,cell,LTE,0,1020000000000,1790000020000,1019000000000,1019000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",timing_advance_raw,timing_advance_raw,,2,,unknown_unit,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":14,""kind"":""cell"",""received_elapsed_ns"":""1020000000000"",""received_unix_ms"":1790000020000,""source_elapsed_ns"":""1019000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-107,""rsrp_dbm"":-107,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_tenth_db"":115},""source_timestamp_unit"":""ns"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":29}}"
15,19ad1000-0000-4000-8000-000000000001,14,cell,LTE,0,1020000000000,1790000020000,1019000000000,1019000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",vendor_quality_unknown,vendor_quality_unknown,,"{""code"":7}",,unknown_unit,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":14,""kind"":""cell"",""received_elapsed_ns"":""1020000000000"",""received_unix_ms"":1790000020000,""source_elapsed_ns"":""1019000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-107,""rsrp_dbm"":-107,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_tenth_db"":115},""source_timestamp_unit"":""ns"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":29}}"
15,19ad1000-0000-4000-8000-000000000001,14,cell,LTE,0,1020000000000,1790000020000,1019000000000,1019000000000,valid_reported_timestamp,1000000000,False,True,unique_timestamped_observation,"{""identity"":{""ci"":19000001,""earfcn"":1650,""mcc"":""204"",""mnc"":""99"",""pci"":101,""tac"":19},""kind"":""cell"",""rat"":""LTE"",""subscription_id"":1}",rssnr_tenth_db,rssnr,dB,115,11.5,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":14,""kind"":""cell"",""received_elapsed_ns"":""1020000000000"",""received_unix_ms"":1790000020000,""source_elapsed_ns"":""1019000000000"",""payload"":{""subscription_id"":1,""rat"":""LTE"",""registered"":true,""connection_status"":1,""identity"":{""mcc"":""204"",""mnc"":""99"",""ci"":19000001,""tac"":19,""pci"":101,""earfcn"":1650},""signal"":{""dbm"":-107,""rsrp_dbm"":-107,""rsrq_db"":-12,""rssi_dbm"":-77,""timing_advance_raw"":2,""vendor_quality_unknown"":{""code"":7},""rssnr_tenth_db"":115},""source_timestamp_unit"":""ns"",""origin"":""cell_info_callback"",""rssnr_api_sdk"":29}}"
16,19ad1000-0000-4000-8000-000000000001,15,cell,NR,0,1020000000000,1790000020000,,,unavailable,,False,True,source_timestamp_unavailable_or_invalid,"{""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""nrarfcn"":640000,""pci"":201,""tac"":19},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",dbm,reported_power,dBm,-101,-101,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":15,""kind"":""cell"",""received_elapsed_ns"":""1020000000000"",""received_unix_ms"":1790000020000,""source_elapsed_ns"":null,""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":false,""connection_status"":2,""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""tac"":19,""pci"":201,""nrarfcn"":640000},""signal"":{""dbm"":-101,""ss_rsrp_dbm"":-101,""ss_rsrq_db"":-11,""ss_sinr_db"":14,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback""}}"
16,19ad1000-0000-4000-8000-000000000001,15,cell,NR,0,1020000000000,1790000020000,,,unavailable,,False,True,source_timestamp_unavailable_or_invalid,"{""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""nrarfcn"":640000,""pci"":201,""tac"":19},""kind"":""cell"",""rat"":""NR"",""subscription_id"":1}",ss_rsrp_dbm,ss_rsrp,dBm,-101,-101,available,"{""schema"":""atomos.radio.v1"",""session_id"":""19ad1000-0000-4000-8000-000000000001"",""seq"":15,""kind"":""cell"",""received_elapsed_ns"":""1020000000000"",""received_unix_ms"":1790000020000,""source_elapsed_ns"":null,""payload"":{""subscription_id"":1,""rat"":""NR"",""registered"":false,""connection_status"":2,""identity"":{""mcc"":""204"",""mnc"":""99"",""nci"":68719476735,""tac"":19,""pci"":201,""nrarfcn"":640000},""signal"":{""dbm"":-101,""ss_rsrp_dbm"":-101,""ss_rsrq_db"":-11,""ss_sinr_db"":14,""csi_rsrp_dbm"":null,""csi_rsrq_db"":null,""csi_sinr_db"":null},""source_timestamp_unit"":""ms"",""origin"":""cell_info_callback""}}"
